Estado_A,Filial_A,Estado_B,Filial_B,Distancia_km,Leadtime
SP,ANIMALE SJ RIO PRETO CM,RJ,ANIMALE SHOP TIJUCA CM,676.919,15.231
RJ,ANIMALE SHOP TIJUCA CM,SP,ANIMALE VILA NOVA CM,355.488,7.998
SP,ANIMALE VILA NOVA CM,RJ,ANIMALE SHOP TIJUCA CM,355.488,7.998
RJ,ANIMALE SHOP TIJUCA CM,ES,ANIMALE VILA VELHA CM,420.943,9.471
ES,ANIMALE VILA VELHA CM,RJ,ANIMALE SHOP TIJUCA CM,420.943,9.471
RJ,ANIMALE SHOP TIJUCA CM,SP,ANIMALE VILLA LOBOS CM,360.071,8.102
SP,ANIMALE VILLA LOBOS CM,RJ,ANIMALE SHOP TIJUCA CM,360.071,8.102
RJ,ANIMALE SHOP TIJUCA CM,RJ,ANIMALE VILLAGE MALL CM,20.124,0.453
RJ,ANIMALE VILLAGE MALL CM,RJ,ANIMALE SHOP TIJUCA CM,20.124,0.453
RJ,ANIMALE SHOP TIJUCA CM,AM,ANIMALE MANAUARA CM,2843.184,63.972
AM,ANIMALE MANAUARA CM,RJ,ANIMALE SHOP TIJUCA CM,2843.184,63.972
RJ,ANIMALE SHOP TIJUCA CM,SP,ANIMALE MOEMA CM,357.425,8.042
SP,ANIMALE MOEMA CM,RJ,ANIMALE SHOP TIJUCA CM,357.425,8.042
RJ,ANIMALE SHOP TIJUCA CM,RS,ANIMALE MOINHOS CM,1115.014,25.088
RS,ANIMALE MOINHOS CM,RJ,ANIMALE SHOP TIJUCA CM,1115.014,25.088
RJ,ANIMALE SHOP TIJUCA CM,SP,ANIMALE MORUMBI CM,360.632,8.114
SP,ANIMALE MORUMBI CM,RJ,ANIMALE SHOP TIJUCA CM,360.632,8.114
RJ,ANIMALE SHOP TIJUCA CM,PR,ANIMALE MUELLER CM,670.273,15.081
PR,ANIMALE MUELLER CM,RJ,ANIMALE SHOP TIJUCA CM,670.273,15.081
RJ,ANIMALE SHOP TIJUCA CM,RN,ANIMALE NATAL CM,2079.559,46.79
RN,ANIMALE NATAL CM,RJ,ANIMALE SHOP TIJUCA CM,2079.559,46.79
ES,ANIMALE SHOP VITORIA CM,PA,ANIMALE BELEM CM,2269.115,51.055
PA,ANIMALE BELEM CM,ES,ANIMALE SHOP VITORIA CM,2269.115,51.055
ES,ANIMALE SHOP VITORIA CM,MG,ANIMALE BH SHOP CM,408.845,9.199
MG,ANIMALE BH SHOP CM,ES,ANIMALE SHOP VITORIA CM,408.845,9.199
ES,ANIMALE SHOP VITORIA CM,SP,ANIMALE CAMPINAS CM,753.542,16.955
SP,ANIMALE CAMPINAS CM,ES,ANIMALE SHOP VITORIA CM,753.542,16.955
ES,ANIMALE SHOP VITORIA CM,MS,ANIMALE CAMPO GRANDE CM,1491.962,33.569
MS,ANIMALE CAMPO GRANDE CM,ES,ANIMALE SHOP VITORIA CM,1491.962,33.569
ES,ANIMALE SHOP VITORIA CM,SP,ANIMALE ELDORADO CM,751.596,16.911
SP,ANIMALE ELDORADO CM,ES,ANIMALE SHOP VITORIA CM,751.596,16.911
ES,ANIMALE SHOP VITORIA CM,PB,ANIMALE JOAO PESSOA CM,1575.161,35.441
PB,ANIMALE JOAO PESSOA CM,ES,ANIMALE SHOP VITORIA CM,1575.161,35.441
ES,ANIMALE SHOP VITORIA CM,DF,ANIMALE LAGO SUL CM,943.32,21.225
DF,ANIMALE LAGO SUL CM,ES,ANIMALE SHOP VITORIA CM,943.32,21.225
ES,ANIMALE SHOP VITORIA CM,PR,ANIMALE LONDRINA CM,1174.945,26.436
PR,ANIMALE LONDRINA CM,ES,ANIMALE SHOP VITORIA CM,1174.945,26.436
ES,ANIMALE SHOP VITORIA CM,MG,ANIMALE LOURDES CM,384.198,8.644
MG,ANIMALE LOURDES CM,ES,ANIMALE SHOP VITORIA CM,384.198,8.644
ES,ANIMALE SHOP VITORIA CM,AL,ANIMALE MACEIO CM,1279.613,28.791
AL,ANIMALE MACEIO CM,ES,ANIMALE SHOP VITORIA CM,1279.613,28.791
ES,ANIMALE SHOP VITORIA CM,MT,ANIMALE ESTACAO CUIABA CM,1755.22,39.492
MT,ANIMALE ESTACAO CUIABA CM,ES,ANIMALE SHOP VITORIA CM,1755.22,39.492
ES,ANIMALE SHOP VITORIA CM,GO,ANIMALE FLAMBOYANT CM,1025.244,23.068
GO,ANIMALE FLAMBOYANT CM,ES,ANIMALE SHOP VITORIA CM,1025.244,23.068
ES,ANIMALE SHOP VITORIA CM,SC,ANIMALE FLORIANOPOLIS CM,1163.626,26.182
SC,ANIMALE FLORIANOPOLIS CM,ES,ANIMALE SHOP VITORIA CM,1163.626,26.182
ES,ANIMALE SHOP VITORIA CM,CE,ANIMALE FORTALEZA CM,1840.725,41.416
CE,ANIMALE FORTALEZA CM,ES,ANIMALE SHOP VITORIA CM,1840.725,41.416
ES,ANIMALE SHOP VITORIA CM,SP,ANIMALE GAL CAMPINAS CM,752.25,16.926
SP,ANIMALE GAL CAMPINAS CM,ES,ANIMALE SHOP VITORIA CM,752.25,16.926
ES,ANIMALE SHOP VITORIA CM,MT,ANIMALE GOIABEIRAS CM,1754.066,39.466
MT,ANIMALE GOIABEIRAS CM,ES,ANIMALE SHOP VITORIA CM,1754.066,39.466
ES,ANIMALE SHOP VITORIA CM,SP,ANIMALE SJ RIO PRETO CM,952.79,21.438
SP,ANIMALE SJ RIO PRETO CM,ES,ANIMALE SHOP VITORIA CM,952.79,21.438
ES,ANIMALE SHOP VITORIA CM,SP,ANIMALE VILA NOVA CM,752.062,16.921
SP,ANIMALE VILA NOVA CM,ES,ANIMALE SHOP VITORIA CM,752.062,16.921
ES,ANIMALE SHOP VITORIA CM,ES,ANIMALE VILA VELHA CM,2.342,0.053
ES,ANIMALE VILA VELHA CM,ES,ANIMALE SHOP VITORIA CM,2.342,0.053
ES,ANIMALE SHOP VITORIA CM,SP,ANIMALE VILLA LOBOS CM,754.147,16.968
SP,ANIMALE VILLA LOBOS CM,ES,ANIMALE SHOP VITORIA CM,754.147,16.968
ES,ANIMALE SHOP VITORIA CM,RJ,ANIMALE VILLAGE MALL CM,441.422,9.932
RJ,ANIMALE VILLAGE MALL CM,ES,ANIMALE SHOP VITORIA CM,441.422,9.932
ES,ANIMALE SHOP VITORIA CM,AM,ANIMALE MANAUARA CM,2864.289,64.446
AM,ANIMALE MANAUARA CM,ES,ANIMALE SHOP VITORIA CM,2864.289,64.446
ES,ANIMALE SHOP VITORIA CM,SP,ANIMALE MOEMA CM,752.804,16.938
SP,ANIMALE MOEMA CM,ES,ANIMALE SHOP VITORIA CM,752.804,16.938
ES,ANIMALE SHOP VITORIA CM,RS,ANIMALE MOINHOS CM,1537.101,34.585
RS,ANIMALE MOINHOS CM,ES,ANIMALE SHOP VITORIA CM,1537.101,34.585
ES,ANIMALE SHOP VITORIA CM,SP,ANIMALE MORUMBI CM,756.344,17.018
SP,ANIMALE MORUMBI CM,ES,ANIMALE SHOP VITORIA CM,756.344,17.018
ES,ANIMALE SHOP VITORIA CM,PR,ANIMALE MUELLER CM,1080.618,24.314
PR,ANIMALE MUELLER CM,ES,ANIMALE SHOP VITORIA CM,1080.618,24.314
ES,ANIMALE SHOP VITORIA CM,RN,ANIMALE NATAL CM,1692.318,38.077
RN,ANIMALE NATAL CM,ES,ANIMALE SHOP VITORIA CM,1692.318,38.077
PA,ANIMALE BELEM CM,MG,ANIMALE BH SHOP CM,2120.348,47.708
MG,ANIMALE BH SHOP CM,PA,ANIMALE BELEM CM,2120.348,47.708
PA,ANIMALE BELEM CM,SP,ANIMALE CAMPINAS CM,2378.125,53.508
SP,ANIMALE CAMPINAS CM,PA,ANIMALE BELEM CM,2378.125,53.508
PA,ANIMALE BELEM CM,MS,ANIMALE CAMPO GRANDE CM,2205.335,49.62
MS,ANIMALE CAMPO GRANDE CM,PA,ANIMALE BELEM CM,2205.335,49.62
PA,ANIMALE BELEM CM,SP,ANIMALE ELDORADO CM,2454.848,55.234
SP,ANIMALE ELDORADO CM,PA,ANIMALE BELEM CM,2454.848,55.234
PA,ANIMALE BELEM CM,PB,ANIMALE JOAO PESSOA CM,1637.601,36.846
PB,ANIMALE JOAO PESSOA CM,PA,ANIMALE BELEM CM,1637.601,36.846
PA,ANIMALE BELEM CM,DF,ANIMALE LAGO SUL CM,1594.579,35.878
DF,ANIMALE LAGO SUL CM,PA,ANIMALE BELEM CM,1594.579,35.878
PA,ANIMALE BELEM CM,PR,ANIMALE LONDRINA CM,2439.944,54.899
PR,ANIMALE LONDRINA CM,PA,ANIMALE BELEM CM,2439.944,54.899
PA,ANIMALE BELEM CM,MG,ANIMALE LOURDES CM,2104.151,47.343
MG,ANIMALE LOURDES CM,PA,ANIMALE BELEM CM,2104.151,47.343
PA,ANIMALE BELEM CM,AL,ANIMALE MACEIO CM,1680.361,37.808
AL,ANIMALE MACEIO CM,PA,ANIMALE BELEM CM,1680.361,37.808
PA,ANIMALE BELEM CM,MT,ANIMALE ESTACAO CUIABA CM,1774.704,39.931
MT,ANIMALE ESTACAO CUIABA CM,PA,ANIMALE BELEM CM,1774.704,39.931
PA,ANIMALE BELEM CM,GO,ANIMALE FLAMBOYANT CM,1689.861,38.022
GO,ANIMALE FLAMBOYANT CM,PA,ANIMALE BELEM CM,1689.861,38.022
PA,ANIMALE BELEM CM,SC,ANIMALE FLORIANOPOLIS CM,2892.561,65.083
SC,ANIMALE FLORIANOPOLIS CM,PA,ANIMALE BELEM CM,2892.561,65.083
PA,ANIMALE BELEM CM,CE,ANIMALE FORTALEZA CM,1142.0,25.695
CE,ANIMALE FORTALEZA CM,PA,ANIMALE BELEM CM,1142.0,25.695
PA,ANIMALE BELEM CM,SP,ANIMALE GAL CAMPINAS CM,2374.82,53.433
SP,ANIMALE GAL CAMPINAS CM,PA,ANIMALE BELEM CM,2374.82,53.433
PA,ANIMALE BELEM CM,MT,ANIMALE GOIABEIRAS CM,1774.046,39.916
MT,ANIMALE GOIABEIRAS CM,PA,ANIMALE BELEM CM,1774.046,39.916
PA,ANIMALE BELEM CM,SP,ANIMALE SJ RIO PRETO CM,2150.662,48.39
SP,ANIMALE SJ RIO PRETO CM,PA,ANIMALE BELEM CM,2150.662,48.39
PA,ANIMALE BELEM CM,SP,ANIMALE VILA NOVA CM,2463.03,55.418
SP,ANIMALE VILA NOVA CM,PA,ANIMALE BELEM CM,2463.03,55.418
PA,ANIMALE BELEM CM,ES,ANIMALE VILA VELHA CM,2271.216,51.102
ES,ANIMALE VILA VELHA CM,PA,ANIMALE BELEM CM,2271.216,51.102
PA,ANIMALE BELEM CM,SP,ANIMALE VILLA LOBOS CM,2455.492,55.249
SP,ANIMALE VILLA LOBOS CM,PA,ANIMALE BELEM CM,2455.492,55.249
PA,ANIMALE BELEM CM,RJ,ANIMALE VILLAGE MALL CM,2447.102,55.06
RJ,ANIMALE VILLAGE MALL CM,PA,ANIMALE BELEM CM,2447.102,55.06
PA,ANIMALE BELEM CM,AM,ANIMALE MANAUARA CM,1294.943,29.136
AM,ANIMALE MANAUARA CM,PA,ANIMALE BELEM CM,1294.943,29.136
PA,ANIMALE BELEM CM,SP,ANIMALE MOEMA CM,2459.331,55.335
SP,ANIMALE MOEMA CM,PA,ANIMALE BELEM CM,2459.331,55.335
PA,ANIMALE BELEM CM,RS,ANIMALE MOINHOS CM,3175.823,71.456
RS,ANIMALE MOINHOS CM,PA,ANIMALE BELEM CM,3175.823,71.456
PA,ANIMALE BELEM CM,SP,ANIMALE MORUMBI CM,2461.322,55.38
SP,ANIMALE MORUMBI CM,PA,ANIMALE BELEM CM,2461.322,55.38
PA,ANIMALE BELEM CM,PR,ANIMALE MUELLER CM,2653.676,59.708
PR,ANIMALE MUELLER CM,PA,ANIMALE BELEM CM,2653.676,59.708
PA,ANIMALE BELEM CM,RN,ANIMALE NATAL CM,1552.691,34.936
RN,ANIMALE NATAL CM,PA,ANIMALE BELEM CM,1552.691,34.936
MG,ANIMALE BH SHOP CM,SP,ANIMALE CAMPINAS CM,422.27,9.501
SP,ANIMALE CAMPINAS CM,MG,ANIMALE BH SHOP CM,422.27,9.501
MG,ANIMALE BH SHOP CM,MS,ANIMALE CAMPO GRANDE CM,1085.26,24.418
MS,ANIMALE CAMPO GRANDE CM,MG,ANIMALE BH SHOP CM,1085.26,24.418
MG,ANIMALE BH SHOP CM,SP,ANIMALE ELDORADO CM,457.093,10.285
SP,ANIMALE ELDORADO CM,MG,ANIMALE BH SHOP CM,457.093,10.285
MG,ANIMALE BH SHOP CM,PB,ANIMALE JOAO PESSOA CM,1761.286,39.629
PB,ANIMALE JOAO PESSOA CM,MG,ANIMALE BH SHOP CM,1761.286,39.629
MG,ANIMALE BH SHOP CM,DF,ANIMALE LAGO SUL CM,615.1,13.84
DF,ANIMALE LAGO SUL CM,MG,ANIMALE BH SHOP CM,615.1,13.84
MG,ANIMALE BH SHOP CM,PR,ANIMALE LONDRINA CM,804.562,18.103
PR,ANIMALE LONDRINA CM,MG,ANIMALE BH SHOP CM,804.562,18.103
MG,ANIMALE BH SHOP CM,MG,ANIMALE LOURDES CM,35.418,0.797
MG,ANIMALE LOURDES CM,MG,ANIMALE BH SHOP CM,35.418,0.797
MG,ANIMALE BH SHOP CM,AL,ANIMALE MACEIO CM,1478.203,33.26
AL,ANIMALE MACEIO CM,MG,ANIMALE BH SHOP CM,1478.203,33.26
MG,ANIMALE BH SHOP CM,MT,ANIMALE ESTACAO CUIABA CM,1359.593,30.591
MT,ANIMALE ESTACAO CUIABA CM,MG,ANIMALE BH SHOP CM,1359.593,30.591
MG,ANIMALE BH SHOP CM,GO,ANIMALE FLAMBOYANT CM,654.244,14.72
GO,ANIMALE FLAMBOYANT CM,MG,ANIMALE BH SHOP CM,654.244,14.72
MG,ANIMALE BH SHOP CM,SC,ANIMALE FLORIANOPOLIS CM,935.334,21.045
SC,ANIMALE FLORIANOPOLIS CM,MG,ANIMALE BH SHOP CM,935.334,21.045
MG,ANIMALE BH SHOP CM,CE,ANIMALE FORTALEZA CM,1915.317,43.095
CE,ANIMALE FORTALEZA CM,MG,ANIMALE BH SHOP CM,1915.317,43.095
MG,ANIMALE BH SHOP CM,SP,ANIMALE GAL CAMPINAS CM,419.824,9.446
SP,ANIMALE GAL CAMPINAS CM,MG,ANIMALE BH SHOP CM,419.824,9.446
MG,ANIMALE BH SHOP CM,MT,ANIMALE GOIABEIRAS CM,1358.473,30.566
MT,ANIMALE GOIABEIRAS CM,MG,ANIMALE BH SHOP CM,1358.473,30.566
MG,ANIMALE BH SHOP CM,SP,ANIMALE SJ RIO PRETO CM,549.531,12.364
SP,ANIMALE SJ RIO PRETO CM,MG,ANIMALE BH SHOP CM,549.531,12.364
MG,ANIMALE BH SHOP CM,SP,ANIMALE VILA NOVA CM,461.604,10.386
SP,ANIMALE VILA NOVA CM,MG,ANIMALE BH SHOP CM,461.604,10.386
MG,ANIMALE BH SHOP CM,ES,ANIMALE VILA VELHA CM,408.843,9.199
ES,ANIMALE VILA VELHA CM,MG,ANIMALE BH SHOP CM,408.843,9.199
MG,ANIMALE BH SHOP CM,SP,ANIMALE VILLA LOBOS CM,459.175,10.331
SP,ANIMALE VILLA LOBOS CM,MG,ANIMALE BH SHOP CM,459.175,10.331
MG,ANIMALE BH SHOP CM,RJ,ANIMALE VILLAGE MALL CM,326.776,7.352
RJ,ANIMALE VILLAGE MALL CM,MG,ANIMALE BH SHOP CM,326.776,7.352
MG,ANIMALE BH SHOP CM,AM,ANIMALE MANAUARA CM,2549.846,57.372
AM,ANIMALE MANAUARA CM,MG,ANIMALE BH SHOP CM,2549.846,57.372
MG,ANIMALE BH SHOP CM,SP,ANIMALE MOEMA CM,460.208,10.355
SP,ANIMALE MOEMA CM,MG,ANIMALE BH SHOP CM,460.208,10.355
MG,ANIMALE BH SHOP CM,RS,ANIMALE MOINHOS CM,1301.782,29.29
RS,ANIMALE MOINHOS CM,MG,ANIMALE BH SHOP CM,1301.782,29.29
MG,ANIMALE BH SHOP CM,SP,ANIMALE MORUMBI CM,463.644,10.432
SP,ANIMALE MORUMBI CM,MG,ANIMALE BH SHOP CM,463.644,10.432
MG,ANIMALE BH SHOP CM,PR,ANIMALE MUELLER CM,782.055,17.596
PR,ANIMALE MUELLER CM,MG,ANIMALE BH SHOP CM,782.055,17.596
MG,ANIMALE BH SHOP CM,RN,ANIMALE NATAL CM,1857.279,41.789
RN,ANIMALE NATAL CM,MG,ANIMALE BH SHOP CM,1857.279,41.789
SP,ANIMALE CAMPINAS CM,MS,ANIMALE CAMPO GRANDE CM,827.677,18.623
MS,ANIMALE CAMPO GRANDE CM,SP,ANIMALE CAMPINAS CM,827.677,18.623
SP,ANIMALE CAMPINAS CM,SP,ANIMALE ELDORADO CM,82.276,1.851
SP,ANIMALE ELDORADO CM,SP,ANIMALE CAMPINAS CM,82.276,1.851
SP,ANIMALE CAMPINAS CM,PB,ANIMALE JOAO PESSOA CM,2180.937,49.071
PB,ANIMALE JOAO PESSOA CM,SP,ANIMALE CAMPINAS CM,2180.937,49.071
SP,ANIMALE CAMPINAS CM,DF,ANIMALE LAGO SUL CM,784.902,17.66
DF,ANIMALE LAGO SUL CM,SP,ANIMALE CAMPINAS CM,784.902,17.66
SP,ANIMALE CAMPINAS CM,PR,ANIMALE LONDRINA CM,429.115,9.655
PR,ANIMALE LONDRINA CM,SP,ANIMALE CAMPINAS CM,429.115,9.655
SP,ANIMALE CAMPINAS CM,MG,ANIMALE LOURDES CM,457.521,10.294
MG,ANIMALE LOURDES CM,SP,ANIMALE CAMPINAS CM,457.521,10.294
SP,ANIMALE CAMPINAS CM,AL,ANIMALE MACEIO CM,1899.676,42.743
AL,ANIMALE MACEIO CM,SP,ANIMALE CAMPINAS CM,1899.676,42.743
SP,ANIMALE CAMPINAS CM,MT,ANIMALE ESTACAO CUIABA CM,1251.551,28.16
MT,ANIMALE ESTACAO CUIABA CM,SP,ANIMALE CAMPINAS CM,1251.551,28.16
SP,ANIMALE CAMPINAS CM,GO,ANIMALE FLAMBOYANT CM,723.178,16.271
GO,ANIMALE FLAMBOYANT CM,SP,ANIMALE CAMPINAS CM,723.178,16.271
SP,ANIMALE CAMPINAS CM,SC,ANIMALE FLORIANOPOLIS CM,541.839,12.191
SC,ANIMALE FLORIANOPOLIS CM,SP,ANIMALE CAMPINAS CM,541.839,12.191
SP,ANIMALE CAMPINAS CM,CE,ANIMALE FORTALEZA CM,2308.025,51.931
CE,ANIMALE FORTALEZA CM,SP,ANIMALE CAMPINAS CM,2308.025,51.931
SP,ANIMALE CAMPINAS CM,SP,ANIMALE GAL CAMPINAS CM,3.323,0.075
SP,ANIMALE GAL CAMPINAS CM,SP,ANIMALE CAMPINAS CM,3.323,0.075
SP,ANIMALE CAMPINAS CM,MT,ANIMALE GOIABEIRAS CM,1250.659,28.14
MT,ANIMALE GOIABEIRAS CM,SP,ANIMALE CAMPINAS CM,1250.659,28.14
SP,ANIMALE CAMPINAS CM,SP,ANIMALE SJ RIO PRETO CM,333.657,7.507
SP,ANIMALE SJ RIO PRETO CM,SP,ANIMALE CAMPINAS CM,333.657,7.507
SP,ANIMALE CAMPINAS CM,SP,ANIMALE VILA NOVA CM,90.972,2.047
SP,ANIMALE VILA NOVA CM,SP,ANIMALE CAMPINAS CM,90.972,2.047
SP,ANIMALE CAMPINAS CM,ES,ANIMALE VILA VELHA CM,752.532,16.932
ES,ANIMALE VILA VELHA CM,SP,ANIMALE CAMPINAS CM,752.532,16.932
SP,ANIMALE CAMPINAS CM,SP,ANIMALE VILLA LOBOS CM,82.028,1.846
SP,ANIMALE VILLA LOBOS CM,SP,ANIMALE CAMPINAS CM,82.028,1.846
SP,ANIMALE CAMPINAS CM,RJ,ANIMALE VILLAGE MALL CM,368.668,8.295
RJ,ANIMALE VILLAGE MALL CM,SP,ANIMALE CAMPINAS CM,368.668,8.295
SP,ANIMALE CAMPINAS CM,AM,ANIMALE MANAUARA CM,2599.306,58.484
AM,ANIMALE MANAUARA CM,SP,ANIMALE CAMPINAS CM,2599.306,58.484
SP,ANIMALE CAMPINAS CM,SP,ANIMALE MOEMA CM,86.675,1.95
SP,ANIMALE MOEMA CM,SP,ANIMALE CAMPINAS CM,86.675,1.95
SP,ANIMALE CAMPINAS CM,RS,ANIMALE MOINHOS CM,892.87,20.09
RS,ANIMALE MOINHOS CM,SP,ANIMALE CAMPINAS CM,892.87,20.09
SP,ANIMALE CAMPINAS CM,SP,ANIMALE MORUMBI CM,87.58,1.971
SP,ANIMALE MORUMBI CM,SP,ANIMALE CAMPINAS CM,87.58,1.971
SP,ANIMALE CAMPINAS CM,PR,ANIMALE MUELLER CM,360.724,8.116
PR,ANIMALE MUELLER CM,SP,ANIMALE CAMPINAS CM,360.724,8.116
SP,ANIMALE CAMPINAS CM,RN,ANIMALE NATAL CM,2273.669,51.158
RN,ANIMALE NATAL CM,SP,ANIMALE CAMPINAS CM,2273.669,51.158
MS,ANIMALE CAMPO GRANDE CM,SP,ANIMALE ELDORADO CM,885.931,19.933
SP,ANIMALE ELDORADO CM,MS,ANIMALE CAMPO GRANDE CM,885.931,19.933
MS,ANIMALE CAMPO GRANDE CM,PB,ANIMALE JOAO PESSOA CM,2591.249,58.303
PB,ANIMALE JOAO PESSOA CM,MS,ANIMALE CAMPO GRANDE CM,2591.249,58.303
MS,ANIMALE CAMPO GRANDE CM,DF,ANIMALE LAGO SUL CM,872.867,19.64
DF,ANIMALE LAGO SUL CM,MS,ANIMALE CAMPO GRANDE CM,872.867,19.64
MS,ANIMALE CAMPO GRANDE CM,PR,ANIMALE LONDRINA CM,474.783,10.683
PR,ANIMALE LONDRINA CM,MS,ANIMALE CAMPO GRANDE CM,474.783,10.683
MS,ANIMALE CAMPO GRANDE CM,MG,ANIMALE LOURDES CM,1113.668,25.058
MG,ANIMALE LOURDES CM,MS,ANIMALE CAMPO GRANDE CM,1113.668,25.058
MS,ANIMALE CAMPO GRANDE CM,AL,ANIMALE MACEIO CM,2353.745,52.959
AL,ANIMALE MACEIO CM,MS,ANIMALE CAMPO GRANDE CM,2353.745,52.959
MS,ANIMALE CAMPO GRANDE CM,MT,ANIMALE ESTACAO CUIABA CM,562.788,12.663
MT,ANIMALE ESTACAO CUIABA CM,MS,ANIMALE CAMPO GRANDE CM,562.788,12.663
MS,ANIMALE CAMPO GRANDE CM,GO,ANIMALE FLAMBOYANT CM,700.745,15.767
GO,ANIMALE FLAMBOYANT CM,MS,ANIMALE CAMPO GRANDE CM,700.745,15.767
MS,ANIMALE CAMPO GRANDE CM,SC,ANIMALE FLORIANOPOLIS CM,999.905,22.498
SC,ANIMALE FLORIANOPOLIS CM,MS,ANIMALE CAMPO GRANDE CM,999.905,22.498
MS,ANIMALE CAMPO GRANDE CM,CE,ANIMALE FORTALEZA CM,2541.56,57.185
CE,ANIMALE FORTALEZA CM,MS,ANIMALE CAMPO GRANDE CM,2541.56,57.185
MS,ANIMALE CAMPO GRANDE CM,SP,ANIMALE GAL CAMPINAS CM,826.787,18.603
SP,ANIMALE GAL CAMPINAS CM,MS,ANIMALE CAMPO GRANDE CM,826.787,18.603
MS,ANIMALE CAMPO GRANDE CM,MT,ANIMALE GOIABEIRAS CM,562.494,12.656
MT,ANIMALE GOIABEIRAS CM,MS,ANIMALE CAMPO GRANDE CM,562.494,12.656
MS,ANIMALE CAMPO GRANDE CM,SP,ANIMALE SJ RIO PRETO CM,541.047,12.174
SP,ANIMALE SJ RIO PRETO CM,MS,ANIMALE CAMPO GRANDE CM,541.047,12.174
MS,ANIMALE CAMPO GRANDE CM,SP,ANIMALE VILA NOVA CM,892.208,20.075
SP,ANIMALE VILA NOVA CM,MS,ANIMALE CAMPO GRANDE CM,892.208,20.075
MS,ANIMALE CAMPO GRANDE CM,ES,ANIMALE VILA VELHA CM,1491.751,33.564
ES,ANIMALE VILA VELHA CM,MS,ANIMALE CAMPO GRANDE CM,1491.751,33.564
MS,ANIMALE CAMPO GRANDE CM,SP,ANIMALE VILLA LOBOS CM,883.975,19.889
SP,ANIMALE VILLA LOBOS CM,MS,ANIMALE CAMPO GRANDE CM,883.975,19.889
MS,ANIMALE CAMPO GRANDE CM,RJ,ANIMALE VILLAGE MALL CM,1187.664,26.722
RJ,ANIMALE VILLAGE MALL CM,MS,ANIMALE CAMPO GRANDE CM,1187.664,26.722
MS,ANIMALE CAMPO GRANDE CM,AM,ANIMALE MANAUARA CM,2008.214,45.185
AM,ANIMALE MANAUARA CM,MS,ANIMALE CAMPO GRANDE CM,2008.214,45.185
MS,ANIMALE CAMPO GRANDE CM,SP,ANIMALE MOEMA CM,888.427,19.99
SP,ANIMALE MOEMA CM,MS,ANIMALE CAMPO GRANDE CM,888.427,19.99
MS,ANIMALE CAMPO GRANDE CM,RS,ANIMALE MOINHOS CM,1112.904,25.04
RS,ANIMALE MOINHOS CM,MS,ANIMALE CAMPO GRANDE CM,1112.904,25.04
MS,ANIMALE CAMPO GRANDE CM,SP,ANIMALE MORUMBI CM,886.627,19.949
SP,ANIMALE MORUMBI CM,MS,ANIMALE CAMPO GRANDE CM,886.627,19.949
MS,ANIMALE CAMPO GRANDE CM,PR,ANIMALE MUELLER CM,773.816,17.411
PR,ANIMALE MUELLER CM,MS,ANIMALE CAMPO GRANDE CM,773.816,17.411
MS,ANIMALE CAMPO GRANDE CM,RN,ANIMALE NATAL CM,2645.567,59.525
RN,ANIMALE NATAL CM,MS,ANIMALE CAMPO GRANDE CM,2645.567,59.525
SP,ANIMALE ELDORADO CM,PB,ANIMALE JOAO PESSOA CM,2217.986,49.905
PB,ANIMALE JOAO PESSOA CM,SP,ANIMALE ELDORADO CM,2217.986,49.905
SP,ANIMALE ELDORADO CM,DF,ANIMALE LAGO SUL CM,863.223,19.423
DF,ANIMALE LAGO SUL CM,SP,ANIMALE ELDORADO CM,863.223,19.423
SP,ANIMALE ELDORADO CM,PR,ANIMALE LONDRINA CM,461.306,10.379
PR,ANIMALE LONDRINA CM,SP,ANIMALE ELDORADO CM,461.306,10.379
SP,ANIMALE ELDORADO CM,MG,ANIMALE LOURDES CM,491.31,11.054
MG,ANIMALE LOURDES CM,SP,ANIMALE ELDORADO CM,491.31,11.054
SP,ANIMALE ELDORADO CM,AL,ANIMALE MACEIO CM,1933.522,43.504
AL,ANIMALE MACEIO CM,SP,ANIMALE ELDORADO CM,1933.522,43.504
SP,ANIMALE ELDORADO CM,MT,ANIMALE ESTACAO CUIABA CM,1326.075,29.837
MT,ANIMALE ESTACAO CUIABA CM,SP,ANIMALE ELDORADO CM,1326.075,29.837
SP,ANIMALE ELDORADO CM,GO,ANIMALE FLAMBOYANT CM,804.988,18.112
GO,ANIMALE FLAMBOYANT CM,SP,ANIMALE ELDORADO CM,804.988,18.112
SP,ANIMALE ELDORADO CM,SC,ANIMALE FLORIANOPOLIS CM,483.456,10.878
SC,ANIMALE FLORIANOPOLIS CM,SP,ANIMALE ELDORADO CM,483.456,10.878
SP,ANIMALE ELDORADO CM,CE,ANIMALE FORTALEZA CM,2361.404,53.132
CE,ANIMALE FORTALEZA CM,SP,ANIMALE ELDORADO CM,2361.404,53.132
SP,ANIMALE ELDORADO CM,SP,ANIMALE GAL CAMPINAS CM,85.238,1.918
SP,ANIMALE GAL CAMPINAS CM,SP,ANIMALE ELDORADO CM,85.238,1.918
SP,ANIMALE ELDORADO CM,MT,ANIMALE GOIABEIRAS CM,1325.209,29.817
MT,ANIMALE GOIABEIRAS CM,SP,ANIMALE ELDORADO CM,1325.209,29.817
SP,ANIMALE ELDORADO CM,SP,ANIMALE SJ RIO PRETO CM,410.819,9.243
SP,ANIMALE SJ RIO PRETO CM,SP,ANIMALE ELDORADO CM,410.819,9.243
