Estado_A,Filial_A,Estado_B,Filial_B,Distancia_km,Leadtime
RJ,ANIMALE ICARAI 02 CM,CE,ANIMALE RIOMAR FORTAL CM,2178.369,49.013
CE,ANIMALE RIOMAR FORTAL CM,RJ,ANIMALE ICARAI 02 CM,2178.369,49.013
RJ,ANIMALE ICARAI 02 CM,PE,ANIMALE RIOMAR RECIFE CM,1860.391,41.859
PE,ANIMALE RIOMAR RECIFE CM,RJ,ANIMALE ICARAI 02 CM,1860.391,41.859
RJ,ANIMALE ICARAI 02 CM,BA,ANIMALE SALVADOR CM,1203.989,27.09
BA,ANIMALE SALVADOR CM,RJ,ANIMALE ICARAI 02 CM,1203.989,27.09
RJ,ANIMALE ICARAI 02 CM,DF,ANIMALE IGUATEMI BSB CM,1510.56,33.988
DF,ANIMALE IGUATEMI BSB CM,RJ,ANIMALE ICARAI 02 CM,1510.56,33.988
RJ,ANIMALE ICARAI 02 CM,SP,ANIMALE IGUATEMI SP CM,373.961,8.414
SP,ANIMALE IGUATEMI SP CM,RJ,ANIMALE ICARAI 02 CM,373.961,8.414
RJ,ANIMALE ICARAI 02 CM,RJ,ANIMALE IPANEMA CM,13.226,0.298
RJ,ANIMALE IPANEMA CM,RJ,ANIMALE ICARAI 02 CM,13.226,0.298
RJ,ANIMALE ICARAI 02 CM,SP,ANIMALE JK SAO PAULO CM,372.289,8.377
SP,ANIMALE JK SAO PAULO CM,RJ,ANIMALE ICARAI 02 CM,372.289,8.377
RJ,ANIMALE ICARAI 02 CM,RJ,ANIMALE ORO IPANEMA CM,13.534,0.305
RJ,ANIMALE ORO IPANEMA CM,RJ,ANIMALE ICARAI 02 CM,13.534,0.305
RJ,ANIMALE ICARAI 02 CM,SP,ANIMALE OSCAR FREIRE CM,371.621,8.361
SP,ANIMALE OSCAR FREIRE CM,RJ,ANIMALE ICARAI 02 CM,371.621,8.361
RJ,ANIMALE ICARAI 02 CM,RJ,ANIMALE PLAZA CM,6.433,0.145
RJ,ANIMALE PLAZA CM,RJ,ANIMALE ICARAI 02 CM,6.433,0.145
RJ,ANIMALE ICARAI 02 CM,RS,ANIMALE PORTO ALEGRE CM,1124.822,25.309
RS,ANIMALE PORTO ALEGRE CM,RJ,ANIMALE ICARAI 02 CM,1124.822,25.309
RJ,ANIMALE ICARAI 02 CM,ES,ANIMALE PRAIA DO CANTO CM,410.715,9.241
ES,ANIMALE PRAIA DO CANTO CM,RJ,ANIMALE ICARAI 02 CM,410.715,9.241
RJ,ANIMALE ICARAI 02 CM,SP,ANIMALE SAO CAETANO CM,363.873,8.187
SP,ANIMALE SAO CAETANO CM,RJ,ANIMALE ICARAI 02 CM,363.873,8.187
RJ,ANIMALE ICARAI 02 CM,MG,ANIMALE SAVASSI CM,339.816,7.646
MG,ANIMALE SAVASSI CM,RJ,ANIMALE ICARAI 02 CM,339.816,7.646
RJ,ANIMALE ICARAI 02 CM,PR,ANIMALE SHOP BATEL CM,687.416,15.467
PR,ANIMALE SHOP BATEL CM,RJ,ANIMALE ICARAI 02 CM,687.416,15.467
RJ,ANIMALE ICARAI 02 CM,DF,ANIMALE SHOP BRASILIA CM,934.104,21.017
DF,ANIMALE SHOP BRASILIA CM,RJ,ANIMALE ICARAI 02 CM,934.104,21.017
RJ,ANIMALE ICARAI 02 CM,RJ,ANIMALE SHOP LEBLON CM,13.733,0.309
RJ,ANIMALE SHOP LEBLON CM,RJ,ANIMALE ICARAI 02 CM,13.733,0.309
RJ,ANIMALE ICARAI 02 CM,RJ,ANIMALE SHOP TIJUCA CM,14.673,0.33
RJ,ANIMALE SHOP TIJUCA CM,RJ,ANIMALE ICARAI 02 CM,14.673,0.33
RJ,ANIMALE ICARAI 02 CM,ES,ANIMALE SHOP VITORIA CM,409.734,9.219
ES,ANIMALE SHOP VITORIA CM,RJ,ANIMALE ICARAI 02 CM,409.734,9.219
RJ,ANIMALE ICARAI 02 CM,PA,ANIMALE BELEM CM,2444.237,54.995
PA,ANIMALE BELEM CM,RJ,ANIMALE ICARAI 02 CM,2444.237,54.995
RJ,ANIMALE ICARAI 02 CM,MG,ANIMALE BH SHOP CM,325.899,7.333
MG,ANIMALE BH SHOP CM,RJ,ANIMALE ICARAI 02 CM,325.899,7.333
RJ,ANIMALE ICARAI 02 CM,SP,ANIMALE CAMPINAS CM,401.497,9.034
SP,ANIMALE CAMPINAS CM,RJ,ANIMALE ICARAI 02 CM,401.497,9.034
RJ,ANIMALE ICARAI 02 CM,MS,ANIMALE CAMPO GRANDE CM,1217.769,27.4
MS,ANIMALE CAMPO GRANDE CM,RJ,ANIMALE ICARAI 02 CM,1217.769,27.4
RJ,ANIMALE ICARAI 02 CM,SP,ANIMALE ELDORADO CM,372.177,8.374
SP,ANIMALE ELDORADO CM,RJ,ANIMALE ICARAI 02 CM,372.177,8.374
RJ,ANIMALE ICARAI 02 CM,PB,ANIMALE JOAO PESSOA CM,1960.355,44.108
PB,ANIMALE JOAO PESSOA CM,RJ,ANIMALE ICARAI 02 CM,1960.355,44.108
RJ,ANIMALE ICARAI 02 CM,DF,ANIMALE LAGO SUL CM,928.09,20.882
DF,ANIMALE LAGO SUL CM,RJ,ANIMALE ICARAI 02 CM,928.09,20.882
RJ,ANIMALE ICARAI 02 CM,PR,ANIMALE LONDRINA CM,828.382,18.639
PR,ANIMALE LONDRINA CM,RJ,ANIMALE ICARAI 02 CM,828.382,18.639
RJ,ANIMALE ICARAI 02 CM,MG,ANIMALE LOURDES CM,340.093,7.652
MG,ANIMALE LOURDES CM,RJ,ANIMALE ICARAI 02 CM,340.093,7.652
RJ,ANIMALE ICARAI 02 CM,AL,ANIMALE MACEIO CM,1667.302,37.514
AL,ANIMALE MACEIO CM,RJ,ANIMALE ICARAI 02 CM,1667.302,37.514
RJ,ANIMALE ICARAI 02 CM,MT,ANIMALE ESTACAO CUIABA CM,1588.118,35.733
MT,ANIMALE ESTACAO CUIABA CM,RJ,ANIMALE ICARAI 02 CM,1588.118,35.733
RJ,ANIMALE ICARAI 02 CM,GO,ANIMALE FLAMBOYANT CM,939.45,21.138
GO,ANIMALE FLAMBOYANT CM,RJ,ANIMALE ICARAI 02 CM,939.45,21.138
RJ,ANIMALE ICARAI 02 CM,SC,ANIMALE FLORIANOPOLIS CM,753.904,16.963
SC,ANIMALE FLORIANOPOLIS CM,RJ,ANIMALE ICARAI 02 CM,753.904,16.963
RJ,ANIMALE ICARAI 02 CM,CE,ANIMALE FORTALEZA CM,2175.719,48.954
CE,ANIMALE FORTALEZA CM,RJ,ANIMALE ICARAI 02 CM,2175.719,48.954
RJ,ANIMALE ICARAI 02 CM,SP,ANIMALE GAL CAMPINAS CM,401.453,9.033
SP,ANIMALE GAL CAMPINAS CM,RJ,ANIMALE ICARAI 02 CM,401.453,9.033
RJ,ANIMALE ICARAI 02 CM,MT,ANIMALE GOIABEIRAS CM,1587.1,35.71
MT,ANIMALE GOIABEIRAS CM,RJ,ANIMALE ICARAI 02 CM,1587.1,35.71
RJ,ANIMALE ICARAI 02 CM,SP,ANIMALE SJ RIO PRETO CM,689.18,15.507
SP,ANIMALE SJ RIO PRETO CM,RJ,ANIMALE ICARAI 02 CM,689.18,15.507
RJ,ANIMALE ICARAI 02 CM,SP,ANIMALE VILA NOVA CM,370.154,8.328
SP,ANIMALE VILA NOVA CM,RJ,ANIMALE ICARAI 02 CM,370.154,8.328
RJ,ANIMALE ICARAI 02 CM,ES,ANIMALE VILA VELHA CM,408.02,9.18
ES,ANIMALE VILA VELHA CM,RJ,ANIMALE ICARAI 02 CM,408.02,9.18
RJ,ANIMALE ICARAI 02 CM,SP,ANIMALE VILLA LOBOS CM,374.724,8.431
SP,ANIMALE VILLA LOBOS CM,RJ,ANIMALE ICARAI 02 CM,374.724,8.431
RJ,ANIMALE ICARAI 02 CM,RJ,ANIMALE VILLAGE MALL CM,34.742,0.782
RJ,ANIMALE VILLAGE MALL CM,RJ,ANIMALE ICARAI 02 CM,34.742,0.782
RJ,ANIMALE ICARAI 02 CM,AM,ANIMALE MANAUARA CM,2849.854,64.122
AM,ANIMALE MANAUARA CM,RJ,ANIMALE ICARAI 02 CM,2849.854,64.122
RJ,ANIMALE ICARAI 02 CM,SP,ANIMALE MOEMA CM,372.085,8.372
SP,ANIMALE MOEMA CM,RJ,ANIMALE ICARAI 02 CM,372.085,8.372
RJ,ANIMALE ICARAI 02 CM,RS,ANIMALE MOINHOS CM,1127.562,25.37
RS,ANIMALE MOINHOS CM,RJ,ANIMALE ICARAI 02 CM,1127.562,25.37
RJ,ANIMALE ICARAI 02 CM,SP,ANIMALE MORUMBI CM,375.295,8.444
SP,ANIMALE MORUMBI CM,RJ,ANIMALE ICARAI 02 CM,375.295,8.444
RJ,ANIMALE ICARAI 02 CM,PR,ANIMALE MUELLER CM,684.712,15.406
PR,ANIMALE MUELLER CM,RJ,ANIMALE ICARAI 02 CM,684.712,15.406
RJ,ANIMALE ICARAI 02 CM,RN,ANIMALE NATAL CM,2070.01,46.575
RN,ANIMALE NATAL CM,RJ,ANIMALE ICARAI 02 CM,2070.01,46.575
RJ,ANIMALE ICARAI CM,SC,ANIMALE IG FLORIPA CM,752.31,16.927
SC,ANIMALE IG FLORIPA CM,RJ,ANIMALE ICARAI CM,752.31,16.927
RJ,ANIMALE ICARAI CM,SP,ANIMALE IG RIBEIRAO CM,521.872,11.742
SP,ANIMALE IG RIBEIRAO CM,RJ,ANIMALE ICARAI CM,521.872,11.742
RJ,ANIMALE ICARAI CM,RJ,BUZIOS CM,126.634,2.849
RJ,BUZIOS CM,RJ,ANIMALE ICARAI CM,126.634,2.849
RJ,ANIMALE ICARAI CM,SP,ANIMALE ALPHAVILLE CM,388.389,8.739
SP,ANIMALE ALPHAVILLE CM,RJ,ANIMALE ICARAI CM,388.389,8.739
RJ,ANIMALE ICARAI CM,SE,ANIMALE ARACAJU CM,1471.551,33.11
SE,ANIMALE ARACAJU CM,RJ,ANIMALE ICARAI CM,1471.551,33.11
RJ,ANIMALE ICARAI CM,SC,ANIMALE BALNEARIO SHOP CM,719.401,16.187
SC,ANIMALE BALNEARIO SHOP CM,RJ,ANIMALE ICARAI CM,719.401,16.187
RJ,ANIMALE ICARAI CM,PR,ANIMALE BARIGUI CM,691.483,15.558
PR,ANIMALE BARIGUI CM,RJ,ANIMALE ICARAI CM,691.483,15.558
RJ,ANIMALE ICARAI CM,BA,ANIMALE BARRA SALVADOR CM,1197.947,26.954
BA,ANIMALE BARRA SALVADOR CM,RJ,ANIMALE ICARAI CM,1197.947,26.954
RJ,ANIMALE ICARAI CM,RJ,ANIMALE BARRA SHOP CM,34.964,0.787
RJ,ANIMALE BARRA SHOP CM,RJ,ANIMALE ICARAI CM,34.964,0.787
RJ,ANIMALE ICARAI CM,RS,ANIMALE BARRA SUL CM,1135.466,25.548
RS,ANIMALE BARRA SUL CM,RJ,ANIMALE ICARAI CM,1135.466,25.548
RJ,ANIMALE ICARAI CM,PE,ANIMALE RECIFE CM,1856.973,41.782
PE,ANIMALE RECIFE CM,RJ,ANIMALE ICARAI CM,1856.973,41.782
RJ,ANIMALE ICARAI CM,RJ,ANIMALE RIO DESIGN CM,28.764,0.647
RJ,ANIMALE RIO DESIGN CM,RJ,ANIMALE ICARAI CM,28.764,0.647
RJ,ANIMALE ICARAI CM,RJ,ANIMALE RIO SUL CM,9.525,0.214
RJ,ANIMALE RIO SUL CM,RJ,ANIMALE ICARAI CM,9.525,0.214
RJ,ANIMALE ICARAI CM,CE,ANIMALE RIOMAR FORTAL CM,2178.219,49.01
CE,ANIMALE RIOMAR FORTAL CM,RJ,ANIMALE ICARAI CM,2178.219,49.01
RJ,ANIMALE ICARAI CM,PE,ANIMALE RIOMAR RECIFE CM,1860.202,41.855
PE,ANIMALE RIOMAR RECIFE CM,RJ,ANIMALE ICARAI CM,1860.202,41.855
RJ,ANIMALE ICARAI CM,BA,ANIMALE SALVADOR CM,1203.81,27.086
BA,ANIMALE SALVADOR CM,RJ,ANIMALE ICARAI CM,1203.81,27.086
RJ,ANIMALE ICARAI CM,DF,ANIMALE IGUATEMI BSB CM,1510.539,33.987
DF,ANIMALE IGUATEMI BSB CM,RJ,ANIMALE ICARAI CM,1510.539,33.987
RJ,ANIMALE ICARAI CM,SP,ANIMALE IGUATEMI SP CM,374.177,8.419
SP,ANIMALE IGUATEMI SP CM,RJ,ANIMALE ICARAI CM,374.177,8.419
RJ,ANIMALE ICARAI CM,RJ,ANIMALE IPANEMA CM,13.443,0.302
RJ,ANIMALE IPANEMA CM,RJ,ANIMALE ICARAI CM,13.443,0.302
RJ,ANIMALE ICARAI CM,SP,ANIMALE JK SAO PAULO CM,372.506,8.381
SP,ANIMALE JK SAO PAULO CM,RJ,ANIMALE ICARAI CM,372.506,8.381
RJ,ANIMALE ICARAI CM,RJ,ANIMALE ORO IPANEMA CM,13.753,0.309
RJ,ANIMALE ORO IPANEMA CM,RJ,ANIMALE ICARAI CM,13.753,0.309
RJ,ANIMALE ICARAI CM,SP,ANIMALE OSCAR FREIRE CM,371.837,8.366
SP,ANIMALE OSCAR FREIRE CM,RJ,ANIMALE ICARAI CM,371.837,8.366
RJ,ANIMALE ICARAI CM,RJ,ANIMALE PLAZA CM,6.629,0.149
RJ,ANIMALE PLAZA CM,RJ,ANIMALE ICARAI CM,6.629,0.149
RJ,ANIMALE ICARAI CM,RS,ANIMALE PORTO ALEGRE CM,1125.036,25.313
RS,ANIMALE PORTO ALEGRE CM,RJ,ANIMALE ICARAI CM,1125.036,25.313
RJ,ANIMALE ICARAI CM,ES,ANIMALE PRAIA DO CANTO CM,410.499,9.236
ES,ANIMALE PRAIA DO CANTO CM,RJ,ANIMALE ICARAI CM,410.499,9.236
RJ,ANIMALE ICARAI CM,SP,ANIMALE SAO CAETANO CM,364.091,8.192
SP,ANIMALE SAO CAETANO CM,RJ,ANIMALE ICARAI CM,364.091,8.192
RJ,ANIMALE ICARAI CM,MG,ANIMALE SAVASSI CM,339.764,7.645
MG,ANIMALE SAVASSI CM,RJ,ANIMALE ICARAI CM,339.764,7.645
RJ,ANIMALE ICARAI CM,PR,ANIMALE SHOP BATEL CM,687.641,15.472
PR,ANIMALE SHOP BATEL CM,RJ,ANIMALE ICARAI CM,687.641,15.472
RJ,ANIMALE ICARAI CM,DF,ANIMALE SHOP BRASILIA CM,934.125,21.018
DF,ANIMALE SHOP BRASILIA CM,RJ,ANIMALE ICARAI CM,934.125,21.018
RJ,ANIMALE ICARAI CM,RJ,ANIMALE SHOP LEBLON CM,13.956,0.314
RJ,ANIMALE SHOP LEBLON CM,RJ,ANIMALE ICARAI CM,13.956,0.314
RJ,ANIMALE ICARAI CM,RJ,ANIMALE SHOP TIJUCA CM,14.893,0.335
RJ,ANIMALE SHOP TIJUCA CM,RJ,ANIMALE ICARAI CM,14.893,0.335
RJ,ANIMALE ICARAI CM,ES,ANIMALE SHOP VITORIA CM,409.518,9.214
ES,ANIMALE SHOP VITORIA CM,RJ,ANIMALE ICARAI CM,409.518,9.214
RJ,ANIMALE ICARAI CM,PA,ANIMALE BELEM CM,2444.185,54.994
PA,ANIMALE BELEM CM,RJ,ANIMALE ICARAI CM,2444.185,54.994
RJ,ANIMALE ICARAI CM,MG,ANIMALE BH SHOP CM,325.87,7.332
MG,ANIMALE BH SHOP CM,RJ,ANIMALE ICARAI CM,325.87,7.332
RJ,ANIMALE ICARAI CM,SP,ANIMALE CAMPINAS CM,401.697,9.038
SP,ANIMALE CAMPINAS CM,RJ,ANIMALE ICARAI CM,401.697,9.038
RJ,ANIMALE ICARAI CM,MS,ANIMALE CAMPO GRANDE CM,1217.945,27.404
MS,ANIMALE CAMPO GRANDE CM,RJ,ANIMALE ICARAI CM,1217.945,27.404
RJ,ANIMALE ICARAI CM,SP,ANIMALE ELDORADO CM,372.393,8.379
SP,ANIMALE ELDORADO CM,RJ,ANIMALE ICARAI CM,372.393,8.379
RJ,ANIMALE ICARAI CM,PB,ANIMALE JOAO PESSOA CM,1960.168,44.104
PB,ANIMALE JOAO PESSOA CM,RJ,ANIMALE ICARAI CM,1960.168,44.104
RJ,ANIMALE ICARAI CM,DF,ANIMALE LAGO SUL CM,928.112,20.883
DF,ANIMALE LAGO SUL CM,RJ,ANIMALE ICARAI CM,928.112,20.883
RJ,ANIMALE ICARAI CM,PR,ANIMALE LONDRINA CM,828.589,18.643
PR,ANIMALE LONDRINA CM,RJ,ANIMALE ICARAI CM,828.589,18.643
RJ,ANIMALE ICARAI CM,MG,ANIMALE LOURDES CM,340.042,7.651
MG,ANIMALE LOURDES CM,RJ,ANIMALE ICARAI CM,340.042,7.651
RJ,ANIMALE ICARAI CM,AL,ANIMALE MACEIO CM,1667.112,37.51
AL,ANIMALE MACEIO CM,RJ,ANIMALE ICARAI CM,1667.112,37.51
RJ,ANIMALE ICARAI CM,MT,ANIMALE ESTACAO CUIABA CM,1588.242,35.735
MT,ANIMALE ESTACAO CUIABA CM,RJ,ANIMALE ICARAI CM,1588.242,35.735
RJ,ANIMALE ICARAI CM,GO,ANIMALE FLAMBOYANT CM,939.513,21.139
GO,ANIMALE FLAMBOYANT CM,RJ,ANIMALE ICARAI CM,939.513,21.139
RJ,ANIMALE ICARAI CM,SC,ANIMALE FLORIANOPOLIS CM,754.119,16.968
SC,ANIMALE FLORIANOPOLIS CM,RJ,ANIMALE ICARAI CM,754.119,16.968
RJ,ANIMALE ICARAI CM,CE,ANIMALE FORTALEZA CM,2175.569,48.95
CE,ANIMALE FORTALEZA CM,RJ,ANIMALE ICARAI CM,2175.569,48.95
RJ,ANIMALE ICARAI CM,SP,ANIMALE GAL CAMPINAS CM,401.652,9.037
SP,ANIMALE GAL CAMPINAS CM,RJ,ANIMALE ICARAI CM,401.652,9.037
RJ,ANIMALE ICARAI CM,MT,ANIMALE GOIABEIRAS CM,1587.225,35.713
MT,ANIMALE GOIABEIRAS CM,RJ,ANIMALE ICARAI CM,1587.225,35.713
RJ,ANIMALE ICARAI CM,SP,ANIMALE SJ RIO PRETO CM,689.336,15.51
SP,ANIMALE SJ RIO PRETO CM,RJ,ANIMALE ICARAI CM,689.336,15.51
RJ,ANIMALE ICARAI CM,SP,ANIMALE VILA NOVA CM,370.371,8.333
SP,ANIMALE VILA NOVA CM,RJ,ANIMALE ICARAI CM,370.371,8.333
RJ,ANIMALE ICARAI CM,ES,ANIMALE VILA VELHA CM,407.804,9.176
ES,ANIMALE VILA VELHA CM,RJ,ANIMALE ICARAI CM,407.804,9.176
RJ,ANIMALE ICARAI CM,SP,ANIMALE VILLA LOBOS CM,374.94,8.436
SP,ANIMALE VILLA LOBOS CM,RJ,ANIMALE ICARAI CM,374.94,8.436
RJ,ANIMALE ICARAI CM,RJ,ANIMALE VILLAGE MALL CM,34.964,0.787
RJ,ANIMALE VILLAGE MALL CM,RJ,ANIMALE ICARAI CM,34.964,0.787
RJ,ANIMALE ICARAI CM,AM,ANIMALE MANAUARA CM,2849.909,64.123
AM,ANIMALE MANAUARA CM,RJ,ANIMALE ICARAI CM,2849.909,64.123
RJ,ANIMALE ICARAI CM,SP,ANIMALE MOEMA CM,372.302,8.377
SP,ANIMALE MOEMA CM,RJ,ANIMALE ICARAI CM,372.302,8.377
RJ,ANIMALE ICARAI CM,RS,ANIMALE MOINHOS CM,1127.775,25.375
RS,ANIMALE MOINHOS CM,RJ,ANIMALE ICARAI CM,1127.775,25.375
RJ,ANIMALE ICARAI CM,SP,ANIMALE MORUMBI CM,375.513,8.449
SP,ANIMALE MORUMBI CM,RJ,ANIMALE ICARAI CM,375.513,8.449
RJ,ANIMALE ICARAI CM,PR,ANIMALE MUELLER CM,684.936,15.411
PR,ANIMALE MUELLER CM,RJ,ANIMALE ICARAI CM,684.936,15.411
RJ,ANIMALE ICARAI CM,RN,ANIMALE NATAL CM,2069.829,46.571
RN,ANIMALE NATAL CM,RJ,ANIMALE ICARAI CM,2069.829,46.571
SC,ANIMALE IG FLORIPA CM,SP,ANIMALE IG RIBEIRAO CM,708.736,15.947
SP,ANIMALE IG RIBEIRAO CM,SC,ANIMALE IG FLORIPA CM,708.736,15.947
SC,ANIMALE IG FLORIPA CM,RJ,BUZIOS CM,856.184,19.264
RJ,BUZIOS CM,SC,ANIMALE IG FLORIPA CM,856.184,19.264
SC,ANIMALE IG FLORIPA CM,SP,ANIMALE ALPHAVILLE CM,484.026,10.891
SP,ANIMALE ALPHAVILLE CM,SC,ANIMALE IG FLORIPA CM,484.026,10.891
SC,ANIMALE IG FLORIPA CM,SE,ANIMALE ARACAJU CM,2198.399,49.464
SE,ANIMALE ARACAJU CM,SC,ANIMALE IG FLORIPA CM,2198.399,49.464
SC,ANIMALE IG FLORIPA CM,SC,ANIMALE BALNEARIO SHOP CM,67.559,1.52
SC,ANIMALE BALNEARIO SHOP CM,SC,ANIMALE IG FLORIPA CM,67.559,1.52
SC,ANIMALE IG FLORIPA CM,PR,ANIMALE BARIGUI CM,252.273,5.676
PR,ANIMALE BARIGUI CM,SC,ANIMALE IG FLORIPA CM,252.273,5.676
SC,ANIMALE IG FLORIPA CM,BA,ANIMALE BARRA SALVADOR CM,1920.302,43.207
BA,ANIMALE BARRA SALVADOR CM,SC,ANIMALE IG FLORIPA CM,1920.302,43.207
SC,ANIMALE IG FLORIPA CM,RJ,ANIMALE BARRA SHOP CM,721.003,16.223
RJ,ANIMALE BARRA SHOP CM,SC,ANIMALE IG FLORIPA CM,721.003,16.223
SC,ANIMALE IG FLORIPA CM,RS,ANIMALE BARRA SUL CM,383.874,8.637
RS,ANIMALE BARRA SUL CM,SC,ANIMALE IG FLORIPA CM,383.874,8.637
SC,ANIMALE IG FLORIPA CM,PE,ANIMALE RECIFE CM,2588.946,58.251
PE,ANIMALE RECIFE CM,SC,ANIMALE IG FLORIPA CM,2588.946,58.251
SC,ANIMALE IG FLORIPA CM,RJ,ANIMALE RIO DESIGN CM,726.089,16.337
RJ,ANIMALE RIO DESIGN CM,SC,ANIMALE IG FLORIPA CM,726.089,16.337
SC,ANIMALE IG FLORIPA CM,RJ,ANIMALE RIO SUL CM,742.969,16.717
RJ,ANIMALE RIO SUL CM,SC,ANIMALE IG FLORIPA CM,742.969,16.717
SC,ANIMALE IG FLORIPA CM,CE,ANIMALE RIOMAR FORTAL CM,2846.865,64.054
CE,ANIMALE RIOMAR FORTAL CM,SC,ANIMALE IG FLORIPA CM,2846.865,64.054
SC,ANIMALE IG FLORIPA CM,PE,ANIMALE RIOMAR RECIFE CM,2592.045,58.321
PE,ANIMALE RIOMAR RECIFE CM,SC,ANIMALE IG FLORIPA CM,2592.045,58.321
SC,ANIMALE IG FLORIPA CM,BA,ANIMALE SALVADOR CM,1926.901,43.355
BA,ANIMALE SALVADOR CM,SC,ANIMALE IG FLORIPA CM,1926.901,43.355
SC,ANIMALE IG FLORIPA CM,DF,ANIMALE IGUATEMI BSB CM,1923.276,43.274
DF,ANIMALE IGUATEMI BSB CM,SC,ANIMALE IG FLORIPA CM,1923.276,43.274
SC,ANIMALE IG FLORIPA CM,SP,ANIMALE IGUATEMI SP CM,481.868,10.842
SP,ANIMALE IGUATEMI SP CM,SC,ANIMALE IG FLORIPA CM,481.868,10.842
SC,ANIMALE IG FLORIPA CM,RJ,ANIMALE IPANEMA CM,738.875,16.625
RJ,ANIMALE IPANEMA CM,SC,ANIMALE IG FLORIPA CM,738.875,16.625
SC,ANIMALE IG FLORIPA CM,SP,ANIMALE JK SAO PAULO CM,480.718,10.816
SP,ANIMALE JK SAO PAULO CM,SC,ANIMALE IG FLORIPA CM,480.718,10.816
SC,ANIMALE IG FLORIPA CM,RJ,ANIMALE ORO IPANEMA CM,738.579,16.618
RJ,ANIMALE ORO IPANEMA CM,SC,ANIMALE IG FLORIPA CM,738.579,16.618
SC,ANIMALE IG FLORIPA CM,SP,ANIMALE OSCAR FREIRE CM,483.36,10.876
SP,ANIMALE OSCAR FREIRE CM,SC,ANIMALE IG FLORIPA CM,483.36,10.876
SC,ANIMALE IG FLORIPA CM,RJ,ANIMALE PLAZA CM,747.695,16.823
RJ,ANIMALE PLAZA CM,SC,ANIMALE IG FLORIPA CM,747.695,16.823
SC,ANIMALE IG FLORIPA CM,RS,ANIMALE PORTO ALEGRE CM,373.463,8.403
RS,ANIMALE PORTO ALEGRE CM,SC,ANIMALE IG FLORIPA CM,373.463,8.403
SC,ANIMALE IG FLORIPA CM,ES,ANIMALE PRAIA DO CANTO CM,1162.797,26.163
ES,ANIMALE PRAIA DO CANTO CM,SC,ANIMALE IG FLORIPA CM,1162.797,26.163
SC,ANIMALE IG FLORIPA CM,SP,ANIMALE SAO CAETANO CM,480.524,10.812
SP,ANIMALE SAO CAETANO CM,SC,ANIMALE IG FLORIPA CM,480.524,10.812
SC,ANIMALE IG FLORIPA CM,MG,ANIMALE SAVASSI CM,968.591,21.793
MG,ANIMALE SAVASSI CM,SC,ANIMALE IG FLORIPA CM,968.591,21.793
SC,ANIMALE IG FLORIPA CM,PR,ANIMALE SHOP BATEL CM,250.148,5.628
PR,ANIMALE SHOP BATEL CM,SC,ANIMALE IG FLORIPA CM,250.148,5.628
SC,ANIMALE IG FLORIPA CM,DF,ANIMALE SHOP BRASILIA CM,1308.742,29.447
DF,ANIMALE SHOP BRASILIA CM,SC,ANIMALE IG FLORIPA CM,1308.742,29.447
SC,ANIMALE IG FLORIPA CM,RJ,ANIMALE SHOP LEBLON CM,738.502,16.616
RJ,ANIMALE SHOP LEBLON CM,SC,ANIMALE IG FLORIPA CM,738.502,16.616
SC,ANIMALE IG FLORIPA CM,RJ,ANIMALE SHOP TIJUCA CM,739.385,16.636
RJ,ANIMALE SHOP TIJUCA CM,SC,ANIMALE IG FLORIPA CM,739.385,16.636
SC,ANIMALE IG FLORIPA CM,ES,ANIMALE SHOP VITORIA CM,1161.807,26.141
ES,ANIMALE SHOP VITORIA CM,SC,ANIMALE IG FLORIPA CM,1161.807,26.141
SC,ANIMALE IG FLORIPA CM,PA,ANIMALE BELEM CM,2893.253,65.098
PA,ANIMALE BELEM CM,SC,ANIMALE IG FLORIPA CM,2893.253,65.098
SC,ANIMALE IG FLORIPA CM,MG,ANIMALE BH SHOP CM,934.446,21.025
MG,ANIMALE BH SHOP CM,SC,ANIMALE IG FLORIPA CM,934.446,21.025
SC,ANIMALE IG FLORIPA CM,SP,ANIMALE CAMPINAS CM,541.627,12.187
SP,ANIMALE CAMPINAS CM,SC,ANIMALE IG FLORIPA CM,541.627,12.187
SC,ANIMALE IG FLORIPA CM,MS,ANIMALE CAMPO GRANDE CM,1002.395,22.554
MS,ANIMALE CAMPO GRANDE CM,SC,ANIMALE IG FLORIPA CM,1002.395,22.554
SC,ANIMALE IG FLORIPA CM,SP,ANIMALE ELDORADO CM,482.889,10.865
SP,ANIMALE ELDORADO CM,SC,ANIMALE IG FLORIPA CM,482.889,10.865
SC,ANIMALE IG FLORIPA CM,PB,ANIMALE JOAO PESSOA CM,2687.995,60.48
PB,ANIMALE JOAO PESSOA CM,SC,ANIMALE IG FLORIPA CM,2687.995,60.48
SC,ANIMALE IG FLORIPA CM,DF,ANIMALE LAGO SUL CM,1301.628,29.287
DF,ANIMALE LAGO SUL CM,SC,ANIMALE IG FLORIPA CM,1301.628,29.287
SC,ANIMALE IG FLORIPA CM,PR,ANIMALE LONDRINA CM,541.906,12.193
PR,ANIMALE LONDRINA CM,SC,ANIMALE IG FLORIPA CM,541.906,12.193
SC,ANIMALE IG FLORIPA CM,MG,ANIMALE LOURDES CM,967.391,21.766
MG,ANIMALE LOURDES CM,SC,ANIMALE IG FLORIPA CM,967.391,21.766
SC,ANIMALE IG FLORIPA CM,AL,ANIMALE MACEIO CM,2399.606,53.991
AL,ANIMALE MACEIO CM,SC,ANIMALE IG FLORIPA CM,2399.606,53.991
